Unnamed: 0,data_ref,id_cliente,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda
564,2015-01-01,869,M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,27,1.8465753424657527,1.0,-2978.784529175516
565,2015-01-01,15006,M,False,True,0,Assalariado,Secundário,Casado,Casa,43,20.11232876712329,2.0,2690.712731627227
566,2015-01-01,13210,F,False,True,0,Assalariado,Superior completo,Casado,Casa,38,8.684931506849315,2.0,4019.731893446002
568,2015-01-01,1504,M,True,True,0,Assalariado,Secundário,Casado,Casa,50,1.4273972602739726,2.0,-1322.0632782578596
569,2015-01-01,5875,F,False,True,2,Assalariado,Secundário,Casado,Casa,38,3.8054794520547945,4.0,1026.8737703882764
570,2015-01-01,13221,F,False,True,1,Assalariado,Secundário,Casado,Casa,32,0.5123287671232877,3.0,1466.274509034482
571,2015-01-01,7577,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,21.03013698630137,1.0,-5408.526335962018
572,2015-01-01,284,F,False,False,0,Assalariado,Secundário,Casado,Casa,52,9.03013698630137,2.0,-1994.5220306303322
573,2015-01-01,4386,F,True,False,3,Assalariado,Superior completo,Casado,Casa,37,12.268493150684929,5.0,-1655.9887543445784
574,2015-01-01,10579,F,False,True,0,Assalariado,Superior completo,Casado,Casa,39,4.345205479452055,2.0,-422.5566870317166
576,2015-01-01,12388,F,False,True,2,Empresário,Superior completo,Casado,Com os pais,39,1.03013698630137,4.0,7306.534264033595
578,2015-01-01,16368,F,False,True,0,Assalariado,Superior completo,Casado,Casa,60,1.8794520547945208,2.0,-144.5229721563237
579,2015-01-01,2646,F,False,True,0,Assalariado,Secundário,Casado,Casa,42,0.9753424657534246,2.0,1284.8798059030723
580,2015-01-01,13990,F,True,False,1,Servidor público,Superior completo,Casado,Casa,38,14.712328767123289,3.0,-2656.132961337852
581,2015-01-01,4595,F,False,True,0,Servidor público,Secundário,Solteiro,Casa,36,2.1013698630136988,1.0,221.79986458127166
582,2015-01-01,13385,F,False,False,0,Assalariado,Superior completo,Casado,Casa,58,10.936986301369863,2.0,16945.47948211751
583,2015-01-01,8156,M,True,True,0,Assalariado,Secundário,Casado,Casa,53,8.89315068493151,2.0,4910.112376211629
584,2015-01-01,14198,F,False,True,1,Assalariado,Secundário,Casado,Casa,30,0.3698630136986301,3.0,1125.4087243156482
585,2015-01-01,11671,F,False,False,0,Assalariado,Superior completo,Casado,Casa,40,18.41917808219178,2.0,-226.6712408451658
586,2015-01-01,5578,F,False,False,0,Assalariado,Superior completo,Casado,Casa,52,5.8712328767123285,2.0,-2117.9411692522053
588,2015-01-01,16162,F,False,False,1,Empresário,Secundário,Casado,Com os pais,37,3.2109589041095887,3.0,865.0399811513937
589,2015-01-01,16570,M,False,False,1,Servidor público,Secundário,Casado,Governamental,41,18.81095890410959,3.0,-4271.799478218192
590,2015-01-01,13661,F,False,True,0,Assalariado,Secundário,Separado,Casa,47,1.5342465753424657,1.0,953.389689433043
591,2015-01-01,4133,M,False,True,0,Assalariado,Secundário,Casado,Casa,50,3.5506849315068494,2.0,-4984.393050649923
592,2015-01-01,14145,F,False,False,0,Servidor público,Secundário,Solteiro,Casa,52,15.967123287671232,1.0,447.1099593006238
593,2015-01-01,12699,F,False,True,1,Assalariado,Secundário,Casado,Casa,40,13.372602739726029,3.0,-4388.165434607334
595,2015-01-01,1042,F,False,True,1,Empresário,Secundário,Separado,Casa,50,5.756164383561643,2.0,-2172.894097396276
596,2015-01-01,1765,F,True,True,0,Assalariado,Secundário,Casado,Casa,32,4.975342465753425,2.0,1257.4033874516824
597,2015-01-01,9940,F,True,True,0,Assalariado,Secundário,Casado,Casa,59,15.52054794520548,2.0,-7637.371394608995
599,2015-01-01,8638,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,60,29.04109589041096,1.0,342.3943394631515
600,2015-01-01,679,F,True,True,2,Empresário,Superior completo,Casado,Casa,38,8.276712328767124,4.0,-1300.4812438860781
601,2015-01-01,5635,M,False,False,0,Servidor público,Secundário,Solteiro,Casa,28,5.457534246575341,1.0,-5502.639011057843
602,2015-01-01,1346,F,False,True,0,Assalariado,Superior completo,União,Casa,30,6.934246575342466,2.0,-704.1989720087145
603,2015-01-01,9100,F,False,True,0,Assalariado,Secundário,Casado,Casa,45,18.295890410958904,2.0,-6137.042283232919
604,2015-01-01,7037,F,True,True,1,Empresário,Superior incompleto,Casado,Casa,30,5.4602739726027405,3.0,3684.8033764147053
605,2015-01-01,9429,F,True,False,0,Assalariado,Superior completo,Casado,Casa,40,7.769863013698631,2.0,-1889.3775824091067
606,2015-01-01,5638,F,True,False,2,Assalariado,Superior completo,Casado,Casa,36,1.868493150684932,4.0,1375.6402460935199
607,2015-01-01,8443,M,True,False,0,Empresário,Secundário,Casado,Casa,48,6.8054794520547945,2.0,-2600.2567119791784
608,2015-01-01,7164,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,33,4.627397260273972,1.0,1991.7963308965736
610,2015-01-01,7544,M,True,True,0,Assalariado,Secundário,Casado,Casa,47,1.515068493150685,2.0,1908.9490769695321
612,2015-01-01,293,F,False,False,0,Servidor público,Secundário,Casado,Casa,51,29.96164383561644,2.0,-13029.10002526634
614,2015-01-01,14599,M,False,True,2,Assalariado,Secundário,Casado,Casa,32,11.726027397260276,4.0,5747.685100690382
615,2015-01-01,5487,F,True,True,0,Servidor público,Superior completo,Viúvo,Casa,41,14.854794520547946,1.0,-714.8093446849753
616,2015-01-01,15263,F,False,False,0,Assalariado,Secundário,Casado,Casa,27,9.45753424657534,2.0,-1947.9615029034946
617,2015-01-01,737,F,False,True,1,Assalariado,Secundário,Casado,Casa,48,19.369863013698627,3.0,-4878.07411393674
618,2015-01-01,2062,M,False,True,0,Assalariado,Secundário,Casado,Casa,38,10.427397260273972,2.0,131.38426982365854
619,2015-01-01,5379,M,True,False,0,Assalariado,Secundário,União,Casa,30,9.849315068493151,2.0,476.47278285675566
621,2015-01-01,6550,M,False,True,0,Assalariado,Secundário,Casado,Casa,58,4.1643835616438345,2.0,-3526.756307075585
622,2015-01-01,8135,F,True,True,1,Empresário,Secundário,Casado,Casa,29,4.057534246575343,3.0,966.7097413230849
623,2015-01-01,13973,F,False,True,0,Assalariado,Secundário,Casado,Casa,60,2.0383561643835617,2.0,-779.5261551224393
624,2015-01-01,16292,F,False,True,1,Assalariado,Superior completo,Casado,Casa,31,9.884931506849314,3.0,2868.6488290164352
626,2015-01-01,2377,F,False,False,1,Assalariado,Secundário,Solteiro,Governamental,31,8.197260273972603,2.0,-1784.59449910567
627,2015-01-01,12005,M,True,True,0,Empresário,Secundário,Casado,Casa,47,8.490410958904107,2.0,-5160.331268874298
628,2015-01-01,13589,M,True,False,1,Assalariado,Secundário,Casado,Com os pais,35,2.095890410958904,3.0,-2518.9346246616383
629,2015-01-01,7327,F,False,True,0,Empresário,Secundário,Casado,Casa,51,5.506849315068493,2.0,-1583.8894393983155
630,2015-01-01,5715,F,False,False,2,Empresário,Secundário,Casado,Casa,32,3.624657534246576,4.0,-486.9617981194576
631,2015-01-01,312,M,True,False,0,Empresário,Superior completo,Casado,Governamental,35,4.273972602739726,2.0,-5999.415084752565
632,2015-01-01,1318,M,True,True,0,Servidor público,Secundário,Casado,Casa,47,9.58904109589041,2.0,-8948.33481121913
633,2015-01-01,12574,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,25.54794520547945,2.0,-10114.200144710956
636,2015-01-01,633,F,True,True,0,Assalariado,Superior completo,Casado,Casa,27,4.608219178082192,2.0,2632.5055244798477
638,2015-01-01,12554,M,True,False,0,Assalariado,Superior completo,Casado,Com os pais,28,1.1945205479452057,2.0,-1872.2711143496417
639,2015-01-01,9525,F,True,False,0,Assalariado,Superior completo,Casado,Casa,43,4.934246575342466,2.0,309.58096779477614
640,2015-01-01,9876,F,False,True,0,Servidor público,Superior completo,Casado,Casa,41,12.602739726027398,2.0,-3794.220786096233
643,2015-01-01,4331,M,False,True,0,Empresário,Superior completo,Solteiro,Aluguel,27,3.345205479452055,1.0,-827.0363148904789
644,2015-01-01,855,F,False,False,0,Empresário,Secundário,Solteiro,Casa,27,6.934246575342466,1.0,-2003.7160669624502
645,2015-01-01,5242,F,False,True,1,Servidor público,Superior incompleto,Casado,Casa,39,12.523287671232874,3.0,2839.414235939751
646,2015-01-01,7263,M,True,True,0,Assalariado,Secundário,Casado,Casa,45,2.8767123287671232,2.0,-2613.2161465147747
647,2015-01-01,14480,F,False,True,0,Empresário,Secundário,Casado,Casa,55,13.641095890410964,2.0,3453.8169714544983
648,2015-01-01,9194,F,False,True,0,Empresário,Superior completo,Casado,Governamental,40,8.178082191780822,2.0,1692.0197149882415
650,2015-01-01,13832,M,True,True,0,Assalariado,Secundário,Casado,Casa,51,12.046575342465756,2.0,-5512.324255200947
651,2015-01-01,12922,M,True,True,0,Assalariado,Secundário,Casado,Casa,49,0.547945205479452,2.0,-1505.8332572551371
652,2015-01-01,15333,F,False,False,0,Empresário,Secundário,Casado,Casa,46,8.038356164383561,2.0,-2687.2297388591087
653,2015-01-01,9114,F,False,False,0,Assalariado,Secundário,Casado,Casa,40,13.873972602739729,2.0,-4455.918128072997
654,2015-01-01,1454,M,False,True,0,Empresário,Secundário,Separado,Casa,34,2.6794520547945204,1.0,-5556.121193191817
655,2015-01-01,7185,F,False,False,0,Assalariado,Superior completo,Casado,Casa,54,15.136986301369864,2.0,-4513.64640655346
656,2015-01-01,12254,F,True,True,2,Assalariado,Superior incompleto,Casado,Casa,31,0.2767123287671233,4.0,1636.4205990538053
657,2015-01-01,4351,F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,2855.2023504179956
658,2015-01-01,10640,F,False,True,1,Servidor público,Superior completo,Casado,Casa,30,4.846575342465753,3.0,149.73965051508344
659,2015-01-01,368,M,True,False,0,Empresário,Secundário,Separado,Com os pais,28,1.523287671232877,1.0,-2705.47177267974
660,2015-01-01,16498,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,36,7.471232876712329,1.0,-1451.3376061047072
661,2015-01-01,11440,F,True,True,0,Assalariado,Superior completo,Casado,Casa,38,2.8465753424657536,2.0,796.8936675975947
662,2015-01-01,16211,F,False,True,0,Servidor público,Secundário,Casado,Casa,34,9.465753424657532,2.0,-2992.0711154333667
663,2015-01-01,12328,F,False,True,1,Empresário,Superior incompleto,Casado,Casa,26,5.613698630136986,3.0,3043.3478539670646
664,2015-01-01,995,M,True,True,1,Empresário,Secundário,Separado,Casa,32,1.1753424657534246,2.0,-3908.1183238734193
665,2015-01-01,2975,F,False,False,0,Servidor público,Secundário,Casado,Casa,41,23.315068493150694,2.0,32484.456815012018
666,2015-01-01,7981,F,False,True,1,Assalariado,Pós graduação,Solteiro,Casa,34,7.586301369863015,2.0,-1070.3309632169012
667,2015-01-01,7902,F,False,True,2,Assalariado,Superior completo,Casado,Casa,35,12.758904109589038,4.0,-3675.1873240110567
668,2015-01-01,2716,F,False,True,0,Servidor público,Superior completo,Viúvo,Casa,54,16.986301369863018,1.0,418.41738521001025
669,2015-01-01,3333,M,True,True,1,Empresário,Secundário,Casado,Casa,36,1.7397260273972603,3.0,1982.2424755203892
672,2015-01-01,6005,M,True,True,0,Assalariado,Secundário,Casado,Casa,47,21.97808219178082,2.0,-13453.966329477324
673,2015-01-01,16371,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,39,8.052054794520547,1.0,-928.8774896723107
674,2015-01-01,6825,F,False,False,0,Assalariado,Secundário,Casado,Com os pais,42,23.810958904109587,2.0,-6527.141293420771
675,2015-01-01,13148,M,True,True,0,Empresário,Secundário,Casado,Casa,36,14.347945205479451,2.0,6497.893027071006
678,2015-01-01,5927,F,False,False,0,Assalariado,Secundário,Solteiro,Casa,52,32.74246575342466,1.0,-8419.621488763623
679,2015-01-01,6356,F,False,False,1,Assalariado,Secundário,Casado,Casa,30,0.9917808219178084,3.0,5002.158443772242
680,2015-01-01,13911,F,False,True,2,Empresário,Superior completo,Casado,Casa,30,11.627397260273971,4.0,2575.733637505633
681,2015-01-01,8421,F,False,False,0,Assalariado,Superior completo,Separado,Casa,38,5.638356164383563,1.0,976.8768196548167
682,2015-01-01,15183,F,False,True,0,Servidor público,Superior completo,Casado,Casa,60,20.882191780821923,2.0,-6582.951288824909
684,2015-01-01,10088,F,False,True,0,Empresário,Secundário,Casado,Casa,30,3.964383561643836,2.0,4594.211616061242
685,2015-01-01,5694,F,False,False,1,Servidor público,Secundário,Solteiro,Casa,43,20.797260273972608,2.0,-4304.089285439871
686,2015-01-01,15785,F,False,False,0,Assalariado,Superior completo,União,Com os pais,27,2.9342465753424656,2.0,1105.1501978261824
687,2015-01-01,814,M,True,True,2,Servidor público,Secundário,Casado,Com os pais,45,8.863013698630136,4.0,-7849.505458493437
688,2015-01-01,15297,M,True,False,1,Assalariado,Secundário,Casado,Casa,33,0.536986301369863,3.0,-3409.9637612169936
689,2015-01-01,14676,F,False,True,0,Empresário,Secundário,Separado,Casa,36,8.638356164383561,1.0,-3072.6605745663815
690,2015-01-01,10728,F,False,False,0,Empresário,Superior completo,Solteiro,Aluguel,25,1.0136986301369864,1.0,2036.791128931438
691,2015-01-01,8554,F,False,True,1,Assalariado,Superior completo,Casado,Casa,50,27.65479452054794,3.0,-11398.786256378176
692,2015-01-01,2146,F,False,True,0,Empresário,Secundário,Casado,Casa,44,23.69041095890411,2.0,-3234.73028325807
693,2015-01-01,3246,F,False,True,0,Empresário,Secundário,Casado,Casa,45,6.238356164383561,2.0,5173.334130675064
694,2015-01-01,255,F,True,False,0,Empresário,Secundário,Casado,Casa,42,4.778082191780823,2.0,564.6527727584235
695,2015-01-01,11933,M,False,False,0,Servidor público,Secundário,Casado,Casa,41,0.5780821917808219,2.0,-5041.619432709581
696,2015-01-01,13828,F,False,False,0,Servidor público,Secundário,Casado,Casa,49,10.043835616438356,2.0,-1292.030729822713
697,2015-01-01,13556,F,False,False,7,Assalariado,Secundário,Casado,Casa,37,4.5178082191780815,9.0,1019.0720148130265
699,2015-01-01,517,M,False,True,1,Assalariado,Superior incompleto,Casado,Casa,37,15.449315068493153,3.0,-3867.4566765703967
700,2015-01-01,10691,F,False,False,0,Empresário,Secundário,Casado,Casa,38,2.9315068493150687,2.0,2741.3990359187897
701,2015-01-01,3309,M,True,True,1,Assalariado,Secundário,Casado,Casa,34,1.2356164383561643,3.0,-3633.8178543925974
703,2015-01-01,11549,F,False,True,3,Empresário,Secundário,Casado,Casa,45,1.1287671232876713,5.0,662.3195829475758
704,2015-01-01,5017,F,False,True,0,Servidor público,Superior completo,Casado,Casa,48,23.23013698630137,2.0,2888.0867461829694
705,2015-01-01,8752,F,False,True,0,Servidor público,Secundário,Casado,Casa,48,6.449315068493152,2.0,-535.1350526539595
706,2015-01-01,16549,F,False,True,0,Assalariado,Secundário,Casado,Casa,55,10.136986301369864,2.0,152.66088940060035
707,2015-01-01,8503,F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,37,1.0547945205479452,1.0,2568.9472435918224
708,2015-01-01,3852,M,True,True,0,Assalariado,Secundário,União,Casa,29,3.602739726027397,2.0,-5315.714624264145
709,2015-01-01,475,F,True,True,1,Assalariado,Secundário,Casado,Casa,34,15.786301369863011,3.0,-5878.687284209729
710,2015-01-01,14210,F,True,True,0,Empresário,Secundário,Solteiro,Casa,51,0.873972602739726,1.0,808.1564639758485
711,2015-01-01,16550,F,False,True,0,Assalariado,Secundário,Casado,Casa,55,10.136986301369864,2.0,-2048.399110599399
713,2015-01-01,1757,M,False,True,2,Assalariado,Secundário,Casado,Casa,38,2.8109589041095893,4.0,-2972.4545466280415
715,2015-01-01,10391,M,True,True,0,Assalariado,Secundário,Casado,Casa,39,2.2136986301369856,2.0,-1100.2591259284145
716,2015-01-01,8807,F,False,True,0,Assalariado,Primário,União,Casa,41,2.7150684931506848,2.0,2727.7077076712003
717,2015-01-01,4262,F,True,True,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,-16649.07551083721
718,2015-01-01,1471,M,True,True,1,Assalariado,Secundário,Separado,Casa,44,2.416438356164384,2.0,-4573.99728057784
719,2015-01-01,2571,M,False,False,0,Empresário,Secundário,União,Casa,32,0.8082191780821918,2.0,5753.51568956193
720,2015-01-01,5593,M,True,False,0,Empresário,Secundário,Casado,Casa,24,4.2904109589041095,2.0,-6211.468614949353
722,2015-01-01,9596,F,False,True,0,Assalariado,Secundário,Separado,Casa,59,3.515068493150685,1.0,5262.540118451673
723,2015-01-01,12451,M,True,False,0,Empresário,Superior completo,Separado,Casa,35,4.786301369863014,1.0,10867.930170167028
724,2015-01-01,11153,M,True,True,2,Assalariado,Secundário,Casado,Casa,38,6.013698630136986,4.0,-5549.691803307165
725,2015-01-01,11251,M,True,True,0,Assalariado,Secundário,Casado,Casa,47,11.271232876712329,2.0,-7384.684277208706
726,2015-01-01,1190,M,True,False,2,Empresário,Secundário,Casado,Casa,36,2.0876712328767124,4.0,-4039.6678343917815
729,2015-01-01,11639,M,False,True,2,Empresário,Superior completo,Casado,Casa,33,5.991780821917808,4.0,-1114.1927228469722
730,2015-01-01,11648,M,False,True,0,Assalariado,Secundário,Casado,Casa,44,2.3232876712328765,2.0,-3670.80369056322
731,2015-01-01,5310,F,True,True,0,Assalariado,Secundário,Casado,Casa,33,1.8438356164383565,2.0,2074.858536490223
732,2015-01-01,662,F,True,True,0,Assalariado,Secundário,União,Casa,34,1.8575342465753424,2.0,1323.5148226821989
734,2015-01-01,12445,F,False,False,0,Assalariado,Superior completo,Casado,Com os pais,55,5.035616438356166,2.0,-962.2244046563301
735,2015-01-01,10709,F,False,False,1,Assalariado,Secundário,Separado,Casa,44,5.602739726027397,2.0,-36.63827582189697
737,2015-01-01,618,M,True,True,1,Assalariado,Superior completo,Casado,Estúdio,50,7.191780821917808,3.0,11406.43573966098
739,2015-01-01,233,F,False,False,2,Assalariado,Secundário,Casado,Casa,26,7.863013698630137,4.0,-1684.6271585532522
740,2015-01-01,3607,F,False,True,0,Empresário,Secundário,Solteiro,Casa,49,1.5205479452054795,1.0,-698.1444361609384
741,2015-01-01,12727,F,False,True,0,Assalariado,Secundário,Casado,Casa,39,9.36986301369863,2.0,-3258.8897484085455
742,2015-01-01,14244,M,True,True,2,Assalariado,Secundário,Casado,Casa,24,2.7890410958904117,4.0,-4647.537335107068
743,2015-01-01,5961,M,True,False,1,Empresário,Secundário,União,Casa,37,3.8904109589041096,3.0,-1602.462556421763
744,2015-01-01,6538,F,False,True,0,Empresário,Secundário,Casado,Casa,50,1.747945205479452,2.0,1920.630672938675
745,2015-01-01,13310,M,False,True,2,Assalariado,Secundário,Casado,Casa,54,16.610958904109587,4.0,-9196.705311746686
746,2015-01-01,15774,M,True,True,1,Assalariado,Secundário,Casado,Casa,29,3.9342465753424656,3.0,3647.867011272062
747,2015-01-01,907,F,False,True,0,Servidor público,Superior completo,Casado,Casa,48,10.421917808219176,2.0,-3308.2946268068476
748,2015-01-01,5067,F,False,True,0,Assalariado,Secundário,União,Casa,44,2.7150684931506848,2.0,2850.4525618418124
749,2015-01-01,6008,M,True,True,2,Assalariado,Secundário,União,Casa,39,0.8027397260273973,4.0,-3619.3332771775604
750,2015-01-01,3322,M,True,True,2,Empresário,Secundário,Casado,Casa,34,9.158904109589043,4.0,-736.1164986204985
751,2015-01-01,5649,M,True,False,0,Empresário,Secundário,Casado,Casa,62,0.6219178082191781,2.0,-3883.8685887027045
752,2015-01-01,7301,F,False,True,3,Empresário,Superior incompleto,Casado,Casa,33,6.0465753424657525,5.0,-782.7873065655217
753,2015-01-01,1191,M,True,False,2,Empresário,Secundário,Casado,Casa,36,2.0876712328767124,4.0,-5099.907834391782
754,2015-01-01,5720,M,True,False,0,Empresário,Superior incompleto,Casado,Casa,30,5.624657534246575,2.0,-803.6435635822363
755,2015-01-01,10268,F,True,False,1,Assalariado,Secundário,Casado,Casa,41,2.7150684931506848,3.0,506.7381604606953
756,2015-01-01,14476,M,False,True,0,Empresário,Superior completo,Casado,Casa,55,1.5205479452054795,2.0,2763.2818617725907
757,2015-01-01,11096,M,False,True,0,Assalariado,Superior incompleto,Separado,Casa,33,5.0109589041095886,1.0,-1307.846934414536
759,2015-01-01,13202,F,False,True,0,Assalariado,Superior completo,Casado,Casa,28,8.435616438356165,2.0,-2317.744580514952
760,2015-01-01,2461,F,False,True,0,Servidor público,Secundário,Solteiro,Casa,53,16.791780821917804,1.0,-3197.1125203653473
761,2015-01-01,8818,F,False,True,1,Assalariado,Secundário,Casado,Casa,38,0.7150684931506849,3.0,524.9246391085942
762,2015-01-01,15457,F,True,False,0,Assalariado,Secundário,Casado,Casa,38,6.53972602739726,2.0,-1782.634683721942
763,2015-01-01,5173,M,True,True,0,Empresário,Secundário,Casado,Com os pais,27,0.9616438356164384,2.0,-3991.048570398745
764,2015-01-01,6844,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,13.550684931506847,1.0,-3364.398568282259
765,2015-01-01,7337,M,False,True,0,Assalariado,Secundário,Casado,Casa,53,8.736986301369862,2.0,-3740.8948405285655
766,2015-01-01,4330,M,False,True,0,Empresário,Superior completo,Solteiro,Aluguel,27,3.345205479452055,1.0,-5804.896314890479
767,2015-01-01,443,F,False,True,0,Assalariado,Secundário,Casado,Casa,45,12.531506849315068,2.0,-3976.821301151758
768,2015-01-01,10361,F,False,True,1,Assalariado,Secundário,Solteiro,Governamental,45,25.3972602739726,2.0,-6950.788321994497
769,2015-01-01,10122,F,False,True,0,Assalariado,Superior completo,Casado,Casa,44,8.052054794520547,2.0,-435.04606605462277
770,2015-01-01,2620,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,49,7.7315068493150685,1.0,-3094.6478767983917
772,2015-01-01,6166,F,False,True,0,Assalariado,Secundário,Casado,Casa,47,6.83013698630137,2.0,-932.0529428687073
773,2015-01-01,14961,F,False,True,0,Assalariado,Secundário,Casado,Com os pais,44,1.0986301369863014,2.0,549.9683885660921
774,2015-01-01,2099,M,False,True,2,Assalariado,Secundário,Solteiro,Casa,31,11.01095890410959,3.0,-4063.868860685633
775,2015-01-01,2870,M,True,True,2,Empresário,Superior completo,Casado,Casa,36,8.227397260273973,4.0,9748.18597097277
777,2015-01-01,15053,M,True,True,0,Assalariado,Secundário,Casado,Casa,63,1.4328767123287671,2.0,-5239.6163762644965
779,2015-01-01,7966,M,True,True,0,Assalariado,Superior completo,Casado,Casa,51,1.4684931506849317,2.0,-3872.8109891290082
780,2015-01-01,12160,F,True,True,1,Assalariado,Secundário,Separado,Casa,44,2.104109589041096,2.0,1559.8616963494637
781,2015-01-01,13683,F,False,True,0,Assalariado,Superior incompleto,Solteiro,Casa,50,19.967123287671228,1.0,-8179.1546804657555
782,2015-01-01,2307,F,False,False,2,Servidor público,Superior completo,Casado,Casa,30,7.693150684931508,4.0,1854.3748084460585
783,2015-01-01,8043,M,True,False,0,Assalariado,Secundário,Casado,Casa,36,4.975342465753425,2.0,6928.903568727631
784,2015-01-01,9851,M,True,False,0,Assalariado,Secundário,Solteiro,Com os pais,49,3.2684931506849315,1.0,-447.269712833795
785,2015-01-01,4237,M,False,True,0,Empresário,Superior completo,Separado,Casa,52,6.764383561643837,1.0,-6786.51803027984
786,2015-01-01,11599,F,True,True,0,Assalariado,Superior completo,Casado,Casa,48,6.83013698630137,2.0,3099.25534185483
787,2015-01-01,3231,F,False,True,1,Assalariado,Secundário,Casado,Casa,43,5.556164383561644,3.0,209.5697816723805
788,2015-01-01,9339,F,True,False,0,Empresário,Secundário,União,Com os pais,38,14.602739726027398,2.0,-1462.2637129717714
789,2015-01-01,14076,M,False,False,0,Assalariado,Secundário,Casado,Casa,57,32.55890410958905,2.0,34346.69330476929
790,2015-01-01,5632,M,False,False,0,Servidor público,Secundário,Solteiro,Casa,28,5.457534246575341,1.0,6294.740988942156
791,2015-01-01,8585,F,True,True,0,Empresário,Secundário,Casado,Casa,39,5.304109589041096,2.0,330.85072218634605
794,2015-01-01,8531,F,False,True,0,Assalariado,Primário,União,Governamental,33,1.4684931506849317,2.0,3948.9932962550133
795,2015-01-01,15293,F,False,False,2,Assalariado,Superior completo,União,Casa,37,17.38082191780822,4.0,-35.35460632340255
796,2015-01-01,539,M,False,False,0,Empresário,Superior completo,Casado,Casa,26,0.3561643835616438,2.0,-1458.6980672377604
798,2015-01-01,10673,M,True,True,1,Assalariado,Secundário,Casado,Governamental,24,1.8438356164383565,3.0,-4466.429436429312
799,2015-01-01,12862,M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,6.786301369863014,4.0,15733.138910065678
800,2015-01-01,9999,F,False,True,2,Assalariado,Superior completo,Casado,Casa,53,30.12054794520548,4.0,-9015.611137888669
801,2015-01-01,11787,F,True,True,1,Assalariado,Secundário,Casado,Casa,31,4.515068493150685,3.0,3213.0822533886176
803,2015-01-01,10050,M,False,True,0,Assalariado,Secundário,Casado,Casa,52,2.128767123287671,2.0,-2746.129033626743
804,2015-01-01,15134,M,False,True,2,Empresário,Secundário,Casado,Casa,42,0.4493150684931506,4.0,-4354.589554465275
805,2015-01-01,11014,F,False,True,2,Servidor público,Superior completo,Casado,Casa,29,4.602739726027396,4.0,-476.1830603466551
807,2015-01-01,11711,M,True,True,0,Assalariado,Superior completo,Separado,Casa,29,0.8273972602739726,1.0,-1581.549721769747
808,2015-01-01,6772,M,True,True,3,Assalariado,Secundário,Casado,Casa,36,10.04931506849315,5.0,-8513.037140152315
809,2015-01-01,2109,F,True,True,0,Empresário,Superior completo,Casado,Casa,27,4.676712328767123,2.0,7206.762838249422
810,2015-01-01,2489,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,43,3.783561643835617,1.0,321.98839165646245
811,2015-01-01,13695,F,False,True,2,Empresário,Superior completo,Casado,Casa,37,0.2,4.0,2290.2388055991582
812,2015-01-01,9285,F,False,False,0,Assalariado,Secundário,Casado,Casa,47,4.515068493150685,2.0,3021.0452617547144
815,2015-01-01,11513,M,True,True,1,Empresário,Secundário,União,Casa,34,6.846575342465752,3.0,-7521.399146492886
816,2015-01-01,15254,F,False,False,1,Assalariado,Secundário,Separado,Casa,40,3.5397260273972604,2.0,3227.3695641371432
817,2015-01-01,2387,M,True,True,0,Assalariado,Secundário,Casado,Aluguel,27,4.1945205479452055,2.0,-725.5075302746855
818,2015-01-01,9348,F,True,False,0,Empresário,Superior completo,Casado,Casa,34,5.597260273972603,2.0,655.8669827827339
820,2015-01-01,3891,M,True,True,0,Assalariado,Secundário,Casado,Com os pais,44,8.523287671232877,2.0,-2740.3882259480433
821,2015-01-01,5499,M,True,True,1,Assalariado,Superior completo,Casado,Casa,28,5.931506849315069,3.0,-6980.482659353171
823,2015-01-01,6683,F,True,False,1,Empresário,Superior completo,Casado,Casa,39,6.898630136986301,3.0,6250.79854590206
824,2015-01-01,7176,F,True,False,0,Assalariado,Secundário,Casado,Casa,53,11.134246575342466,2.0,-2325.530720354671
825,2015-01-01,6205,M,True,True,0,Assalariado,Secundário,Casado,Casa,39,11.92054794520548,2.0,-3340.915285393028
826,2015-01-01,8174,F,False,False,0,Assalariado,Secundário,Casado,Casa,61,14.97808219178082,2.0,-1761.1152305225796
827,2015-01-01,4784,F,False,True,2,Assalariado,Secundário,Casado,Casa,37,8.443835616438356,4.0,-2515.55121712205
828,2015-01-01,11311,F,True,True,0,Assalariado,Superior completo,União,Casa,52,1.6821917808219178,2.0,1785.1695289098645
830,2015-01-01,8900,F,False,True,0,Assalariado,Superior completo,Casado,Casa,47,20.895890410958906,2.0,-8958.665035076254
