Unnamed: 0,data_ref,id_cliente,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,qt_pessoas_residencia,renda,sexo_F,sexo_M,tipo_renda_Assalariado,tipo_renda_Bolsista,tipo_renda_Empresário,tipo_renda_Pensionista,tipo_renda_Servidor público,educacao_Primário,educacao_Pós graduação,educacao_Secundário,educacao_Superior completo,educacao_Superior incompleto,estado_civil_Casado,estado_civil_Separado,estado_civil_Solteiro,estado_civil_União,estado_civil_Viúvo,tipo_residencia_Aluguel,tipo_residencia_Casa,tipo_residencia_Com os pais,tipo_residencia_Comunitário,tipo_residencia_Estúdio,tipo_residencia_Governamental
3097,2015-04-01,12040,True,False,1,30,5.153424657534247,3.0,2622.07,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
3098,2015-04-01,9569,False,False,0,60,28.03287671232877,1.0,9347.21,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
3099,2015-04-01,8048,True,False,0,36,4.975342465753425,2.0,8039.67,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3100,2015-04-01,8635,False,True,0,60,29.04109589041096,1.0,9826.31,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3101,2015-04-01,12812,True,True,1,42,16.709589041095892,3.0,4364.44,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3102,2015-04-01,10240,True,True,0,40,5.635616438356164,1.0,2267.24,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3103,2015-04-01,13032,True,True,0,40,17.602739726027398,2.0,1142.84,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3104,2015-04-01,12999,True,True,1,32,10.764383561643836,3.0,24277.98,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3105,2015-04-01,8015,False,True,1,36,2.8054794520547945,3.0,5403.62,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3106,2015-04-01,13683,False,True,0,50,19.967123287671228,1.0,2745.91,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3107,2015-04-01,5527,True,True,1,35,7.542465753424658,3.0,11973.99,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3108,2015-04-01,13557,False,False,7,37,4.5178082191780815,9.0,1531.68,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3109,2015-04-01,10254,False,True,0,47,6.468493150684933,2.0,9524.95,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3111,2015-04-01,10405,True,True,2,35,5.717808219178082,4.0,3468.51,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3113,2015-04-01,15844,True,True,0,45,1.1232876712328768,2.0,5293.84,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3114,2015-04-01,1417,False,False,1,29,8.673972602739726,2.0,3397.74,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
3115,2015-04-01,4910,False,True,0,44,8.219178082191782,1.0,5746.49,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3116,2015-04-01,710,False,False,0,46,12.531506849315068,2.0,13589.74,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3117,2015-04-01,9917,False,True,1,30,9.597260273972603,3.0,1122.29,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3118,2015-04-01,6736,False,True,0,54,15.3013698630137,2.0,16216.41,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3119,2015-04-01,538,True,True,1,41,5.358904109589041,3.0,3362.92,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3120,2015-04-01,9095,False,True,0,45,18.295890410958904,2.0,2527.66,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3121,2015-04-01,16282,False,False,0,38,17.553424657534247,2.0,1520.9,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
3122,2015-04-01,12847,False,True,2,31,1.2794520547945205,4.0,3836.75,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3123,2015-04-01,14974,True,True,2,37,17.361643835616437,4.0,3226.5,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3124,2015-04-01,5776,False,False,0,49,11.63013698630137,2.0,757.36,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3125,2015-04-01,1278,True,False,0,30,9.6,2.0,5191.68,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3126,2015-04-01,11317,False,False,1,30,0.2630136986301369,3.0,4745.65,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3127,2015-04-01,14556,False,True,0,41,1.2986301369863014,1.0,3200.97,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3128,2015-04-01,12599,True,True,0,32,6.701369863013697,2.0,3181.43,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3129,2015-04-01,12831,True,True,0,42,0.8602739726027397,2.0,3647.94,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3131,2015-04-01,10519,True,True,0,33,4.008219178082192,2.0,5540.95,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3132,2015-04-01,1157,False,True,0,27,3.849315068493152,2.0,2523.15,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3133,2015-04-01,11158,True,True,1,31,8.517808219178082,3.0,5027.35,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3134,2015-04-01,8409,False,False,0,26,0.96986301369863,1.0,4162.68,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3135,2015-04-01,11863,True,False,0,44,2.8301369863013703,2.0,2726.61,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3136,2015-04-01,4751,True,True,2,31,0.3534246575342465,4.0,3116.56,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3137,2015-04-01,6304,False,False,1,44,3.994520547945205,3.0,5642.9,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3138,2015-04-01,6736,False,True,0,54,15.3013698630137,2.0,16216.41,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3139,2015-04-01,9807,False,True,0,29,2.0986301369863014,2.0,21137.1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3140,2015-04-01,4240,False,True,1,33,3.175342465753425,3.0,1381.67,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3142,2015-04-01,8244,False,False,1,41,1.96986301369863,3.0,3925.6,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3143,2015-04-01,12331,True,False,0,39,9.7013698630137,2.0,10324.51,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
3144,2015-04-01,7406,True,False,2,36,6.301369863013699,4.0,1220.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
3145,2015-04-01,2563,False,False,1,32,7.561643835616437,3.0,1673.38,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
3146,2015-04-01,8549,False,True,0,35,5.638356164383563,2.0,1347.71,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3147,2015-04-01,10282,False,True,1,29,9.471232876712328,3.0,11365.88,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3148,2015-04-01,7747,True,True,0,42,8.10684931506849,2.0,6078.57,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3149,2015-04-01,11522,False,True,0,33,10.96986301369863,2.0,1892.51,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3150,2015-04-01,4387,False,False,0,34,1.008219178082192,2.0,1764.27,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3151,2015-04-01,2815,True,True,0,47,4.895890410958904,2.0,5822.02,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3152,2015-04-01,9418,False,False,0,32,2.6794520547945204,1.0,8051.62,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3153,2015-04-01,8208,True,True,0,27,1.3835616438356164,2.0,1089.6,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3154,2015-04-01,6776,True,True,0,34,2.128767123287671,2.0,1978.66,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3155,2015-04-01,2853,False,True,2,33,14.564383561643837,4.0,1212.4,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3156,2015-04-01,9809,True,True,0,64,3.5287671232876714,2.0,7170.87,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3157,2015-04-01,4915,False,False,1,29,3.2164383561643834,2.0,24141.0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3158,2015-04-01,7044,False,True,0,51,13.2986301369863,2.0,8585.92,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3159,2015-04-01,11190,True,True,0,37,11.353424657534244,2.0,5671.15,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3162,2015-04-01,6479,False,True,0,43,5.994520547945205,2.0,686.3,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3163,2015-04-01,5733,False,False,0,43,6.873972602739726,1.0,1374.82,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3166,2015-04-01,16386,False,True,1,34,12.383561643835616,3.0,22087.79,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3167,2015-04-01,9916,True,True,2,37,0.5917808219178082,4.0,3463.67,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3168,2015-04-01,3635,False,True,0,30,1.484931506849315,1.0,2675.99,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3171,2015-04-01,11482,False,True,0,51,6.432876712328768,2.0,7521.31,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3172,2015-04-01,5222,False,False,1,38,6.849315068493151,3.0,5307.83,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3173,2015-04-01,3152,False,True,0,27,3.0520547945205485,1.0,2542.54,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3174,2015-04-01,14371,False,True,0,51,20.128767123287677,2.0,2808.83,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3175,2015-04-01,2344,False,True,1,32,0.5260273972602739,3.0,1402.25,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3176,2015-04-01,1326,True,False,1,38,6.586301369863015,3.0,18891.81,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3177,2015-04-01,6037,True,True,0,49,6.890410958904107,2.0,774.82,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3178,2015-04-01,8609,False,False,0,27,8.361643835616439,1.0,977.78,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3179,2015-04-01,8532,False,True,0,45,1.8027397260273967,2.0,8462.94,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
3180,2015-04-01,6575,False,True,0,59,3.5753424657534247,2.0,9252.33,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3181,2015-04-01,5266,True,False,0,28,0.6821917808219178,2.0,2300.6,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3182,2015-04-01,15759,True,True,1,28,6.183561643835616,3.0,4429.26,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3184,2015-04-01,1443,True,True,0,47,4.4301369863013695,2.0,13401.13,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3186,2015-04-01,68,False,True,0,51,17.194520547945206,2.0,19619.86,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3189,2015-04-01,3693,True,True,1,29,7.7232876712328755,3.0,5324.85,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3190,2015-04-01,6734,True,True,1,43,10.967123287671232,3.0,9584.38,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3191,2015-04-01,3646,True,False,3,38,0.8986301369863013,5.0,1575.91,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3193,2015-04-01,16286,False,True,2,33,3.0465753424657533,4.0,1596.45,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3194,2015-04-01,15214,False,True,1,33,3.3698630136986303,2.0,11180.47,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3196,2015-04-01,6414,True,False,0,56,2.915068493150685,2.0,3047.07,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3197,2015-04-01,14862,False,False,0,28,3.5506849315068494,2.0,7138.05,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3198,2015-04-01,12214,False,True,0,42,2.8465753424657536,2.0,11385.75,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3200,2015-04-01,6804,False,True,0,25,4.7972602739726025,2.0,1848.73,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3201,2015-04-01,12652,False,True,0,54,0.7835616438356164,2.0,2476.71,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3203,2015-04-01,716,False,True,0,42,2.1095890410958904,2.0,2255.01,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
3204,2015-04-01,8587,True,True,0,39,5.304109589041096,2.0,623.67,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3206,2015-04-01,11971,False,False,0,58,5.013698630136987,2.0,1889.26,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3207,2015-04-01,9773,True,True,0,29,0.5945205479452055,2.0,5250.55,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3208,2015-04-01,430,False,True,0,56,6.358904109589042,2.0,1649.52,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3209,2015-04-01,8150,False,True,0,50,7.556164383561644,2.0,3533.74,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3210,2015-04-01,138,True,False,0,40,2.1863013698630143,2.0,4641.8,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3212,2015-04-01,13715,False,True,1,44,10.12054794520548,3.0,868.29,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3215,2015-04-01,9618,False,True,1,45,5.101369863013699,3.0,2477.45,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
3216,2015-04-01,8443,True,False,0,48,6.8054794520547945,2.0,7500.98,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3217,2015-04-01,5267,True,False,0,28,0.6821917808219178,2.0,2433.27,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3218,2015-04-01,4946,False,True,0,37,2.2136986301369856,2.0,788.59,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3219,2015-04-01,1902,True,False,0,32,14.263013698630138,1.0,1079.35,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3220,2015-04-01,9540,False,False,0,44,1.0136986301369864,1.0,375.32,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3221,2015-04-01,8266,True,True,0,54,8.89315068493151,1.0,5266.28,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3222,2015-04-01,14062,False,False,0,54,1.5369863013698633,1.0,1026.81,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
3224,2015-04-01,14126,True,False,0,38,13.295890410958906,2.0,4871.74,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3225,2015-04-01,1336,False,True,0,51,4.005479452054795,2.0,2248.97,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
3226,2015-04-01,12807,False,True,0,46,3.863013698630137,2.0,7895.07,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3228,2015-04-01,1388,True,True,0,38,14.591780821917803,1.0,11473.21,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3229,2015-04-01,15023,True,False,1,39,15.942465753424658,3.0,3610.3,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3230,2015-04-01,15439,False,False,0,57,35.14246575342466,2.0,47801.03,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3231,2015-04-01,12475,False,False,2,36,7.4520547945205475,4.0,3790.98,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3232,2015-04-01,9142,True,True,0,59,1.695890410958904,2.0,6734.46,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3233,2015-04-01,3083,False,True,0,60,4.216438356164384,1.0,6777.2,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3234,2015-04-01,10617,False,False,2,39,0.5150684931506849,3.0,2281.11,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
3235,2015-04-01,7158,False,True,2,36,3.627397260273973,4.0,2610.77,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3236,2015-04-01,1085,True,True,1,31,4.597260273972604,3.0,2823.7,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3237,2015-04-01,8912,False,True,0,56,25.81369863013699,2.0,8474.88,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3238,2015-04-01,4687,False,True,0,49,7.526027397260274,2.0,940.61,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3240,2015-04-01,3968,False,True,1,39,1.180821917808219,2.0,2617.65,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3241,2015-04-01,4724,True,True,0,33,11.613698630136984,1.0,8324.69,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3243,2015-04-01,2390,True,True,0,27,4.1945205479452055,2.0,3557.69,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
3244,2015-04-01,4135,False,True,0,46,4.298630136986302,2.0,8089.09,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3245,2015-04-01,15158,False,True,1,36,18.5013698630137,3.0,16954.07,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3246,2015-04-01,14924,False,False,1,27,7.553424657534246,3.0,5153.24,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3248,2015-04-01,13784,False,True,1,50,14.123287671232877,3.0,15919.06,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3249,2015-04-01,8447,True,False,0,48,6.8054794520547945,2.0,9078.9,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3250,2015-04-01,1431,True,True,0,32,4.101369863013699,1.0,1692.83,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
3251,2015-04-01,7008,False,True,0,60,7.63013698630137,2.0,15322.53,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3252,2015-04-01,13104,False,True,0,54,7.0109589041095886,2.0,5293.25,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3253,2015-04-01,1243,False,True,0,41,22.945205479452056,2.0,12772.97,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3256,2015-04-01,15440,False,False,0,57,35.14246575342466,2.0,11013.61,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3257,2015-04-01,9422,False,False,0,54,12.353424657534244,2.0,9257.99,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3258,2015-04-01,8946,False,False,1,34,0.2794520547945205,3.0,5251.45,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
3259,2015-04-01,4399,False,False,1,40,7.761643835616439,2.0,19524.45,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3260,2015-04-01,15279,True,False,2,38,17.967123287671228,4.0,12777.15,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3262,2015-04-01,12479,False,False,2,36,7.4520547945205475,4.0,3754.39,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3263,2015-04-01,6204,True,True,0,39,11.92054794520548,2.0,74634.4,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3264,2015-04-01,870,False,True,2,29,0.3342465753424657,4.0,1307.04,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3265,2015-04-01,4097,True,True,0,38,0.463013698630137,2.0,2325.56,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3266,2015-04-01,957,False,True,0,36,14.257534246575348,2.0,1873.82,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
3267,2015-04-01,1278,True,False,0,30,9.6,2.0,5191.68,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3268,2015-04-01,8254,False,True,0,43,7.556164383561644,2.0,1438.42,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3270,2015-04-01,4681,False,True,0,38,5.684931506849315,1.0,3269.48,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3271,2015-04-01,11149,True,False,0,41,14.52054794520548,2.0,23259.67,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3272,2015-04-01,1743,False,True,0,36,0.6438356164383562,1.0,962.59,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
3273,2015-04-01,11707,False,True,1,28,2.0739726027397256,3.0,2294.31,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
3274,2015-04-01,16101,True,True,0,60,4.126027397260274,2.0,4317.6,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3275,2015-04-01,12758,False,True,1,29,6.452054794520548,3.0,8468.11,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3276,2015-04-01,9782,False,False,0,53,9.523287671232875,1.0,1773.26,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3277,2015-04-01,3676,False,True,0,32,1.6328767123287669,2.0,3066.44,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3278,2015-04-01,12435,True,False,0,52,11.202739726027398,2.0,14499.96,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3279,2015-04-01,7867,True,True,0,25,3.808219178082192,1.0,1228.57,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3280,2015-04-01,8422,True,True,1,44,10.221917808219178,3.0,4310.8,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3281,2015-04-01,8636,False,True,0,60,29.04109589041096,1.0,11683.24,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3282,2015-04-01,10728,False,False,0,25,1.0136986301369864,1.0,1940.87,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3283,2015-04-01,9349,True,False,0,34,5.597260273972603,2.0,3060.52,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3284,2015-04-01,262,False,False,0,51,26.70684931506849,2.0,5648.49,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
3285,2015-04-01,2420,True,True,0,52,21.38082191780822,2.0,27195.16,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3286,2015-04-01,2699,False,True,0,48,10.73150684931507,2.0,2036.48,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3288,2015-04-01,12258,True,True,0,53,27.8,2.0,11940.86,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3291,2015-04-01,8125,True,True,0,53,2.7205479452054795,2.0,3396.16,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3292,2015-04-01,3690,False,False,0,31,10.304109589041095,2.0,5718.48,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
